product_id,reference,nombre,macroarea,familia,categoria_actual,url,materiales,uso_recomendado,personalizacion,pedido_minimo,sostenible,seo_landing_candidate,classification_confidence,classification_status
20,B6,Canasto SPA grande,REVISION,,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/canasto-spa-grande.html,,,Serigrafía o Tampografía,,false,REVIEW,MEDIUM,REVIEW_UNCLASSIFIED
21,B7,Canasto SPA Redondo,REVISION,,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/canasto-spa-redondo.html,,,Serigrafía o Tampografía,,false,REVIEW,MEDIUM,REVIEW_UNCLASSIFIED
22,B92,Parlante Grande Inducción Madera Nogal,Tecnología,Parlantes,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/parlante-grande-induccion-madera-nogal.html,Madera de Nogal,,"Serigrafía, Grabado Láser",,true,YES,MEDIUM,CLASSIFIED
23,B93,Mini Basurero Verde de Sobremesa,REVISION,,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/mini-basurero-verde-de-sobremesa.html,Polipropileno (PP),,Serigrafía,,false,REVIEW,MEDIUM,REVIEW_UNCLASSIFIED
26,N0,Set Ecológico de Oficina,Sets de Regalo,Sets de Regalo,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/set-ecologico-de-oficina.html,,,Serigrafía - Tampografía,,true,YES,MEDIUM,CLASSIFIED
27,N6,Libreta Ecológica,Oficina y Escritura,Libretas y Cuadernos,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/comprar-libreta-ecologica.html,,,Serigrafía o Tampografía,,true,YES,MEDIUM,CLASSIFIED
28,N8,Taco Ecológico,REVISION,,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/taco-ecologico.html,,,Serigrafía o Tampografía,,true,REVIEW,MEDIUM,REVIEW_UNCLASSIFIED
29,N12,Memo Set Ecológico con Bolígrafo,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/comprar-memo-set-ecologico-con-boligrafo.html,,,Serigrafía - Tampografía - Grabado Láser,,true,YES,MEDIUM,CLASSIFIED
30,N18,Cuaderno Ecológico Tapa Dura,Oficina y Escritura,Libretas y Cuadernos,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/cuaderno-ecologico-tapa-dura-con-lapiz.html,,,Serigrafía o Tampografía,,true,YES,MEDIUM,CLASSIFIED
31,N21,Set de Banderitas Adhesivas,Sets de Regalo,Sets de Regalo,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/set-de-banderitas-adhesivas.html,,,Serigrafía o Tampografía,,true,YES,MEDIUM,CLASSIFIED
32,N22,Porta Notas Adhesivas Ecológico,REVISION,,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/porta-notas-adhesivas-ecologico.html,,,Serigrafía o Tampografía,,true,REVIEW,MEDIUM,REVIEW_UNCLASSIFIED
33,N23,Cuaderno Ecológico 1/2 Oficio,Oficina y Escritura,Libretas y Cuadernos,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/cuaderno-ecologico-12-oficio.html,,,Serigrafía o Tampografía,,true,YES,MEDIUM,CLASSIFIED
34,N25,Cuaderno Ecológico Compost,Oficina y Escritura,Libretas y Cuadernos,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/cuaderno-ecologico-sin-lineas.html,,,"Serigrafía, Grabado Láser",,true,YES,MEDIUM,CLASSIFIED
35,N26,Cuaderno Ecológico Tapa Dura,Oficina y Escritura,Libretas y Cuadernos,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/cuaderno-ecologico-medio-oficio.html,Cartón reciclado + bolígrafo ecológico,,Serigrafía,,true,YES,MEDIUM,CLASSIFIED
36,N29,Carpeta Ecológica,Oficina y Escritura,Carpetas y Portafolios,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/carpeta-ecologica.html,,,"Serigrafía, Tampografía",,true,YES,HIGH,CLASSIFIED
37,N31,Libreta Ecológica,Oficina y Escritura,Libretas y Cuadernos,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/libreta-ecologica-carton-reciclado-tapas-duras.html,Cartón reciclado 650 gsm,,"Serigrafía, Tampografía",,true,YES,MEDIUM,CLASSIFIED
38,N32,Cuaderno Ecológico Tapa Dura,Oficina y Escritura,Libretas y Cuadernos,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/cuaderno-ecologico-cuadriculado-tapas-duras.html,Cartón reciclado 650 gsm,,"Serigrafía, Tampografía",,true,YES,MEDIUM,CLASSIFIED
40,N60,Set Ecológico con Regla,Sets de Regalo,Sets de Regalo,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/memo-set-ecologico-regla.html,Cartón reciclado + adhesivos ecológicos,,Serigrafía,,true,YES,MEDIUM,CLASSIFIED
41,N61,Memo Set Ecológico con Bolígrafo,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/memo-set-ecologico-block-banderitas.html,Cartón reciclado + papel ecológico + bolígrafo ecológico,,Serigrafía,,true,YES,MEDIUM,CLASSIFIED
42,N63,Memo Set Ecológico Large,REVISION,,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/memo-set-ecologico-boligrafo.html,Cartón reciclado + papel reciclado,,,,true,REVIEW,MEDIUM,REVIEW_UNCLASSIFIED
43,N64,Memo Set Ecológico con Bolígrafo,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/memo-set-ecologico-espiral-boligrafo.html,Cartón reciclado + papel + adhesivos + bolígrafo ecológico,,"Serigrafía, Tampografía",,true,YES,MEDIUM,CLASSIFIED
44,N65,Regla de Madera 30 cm,REVISION,,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/regla-madera-30cm-12pulgadas.html,Madera natural,,"Serigrafía, Tampografía, Grabado Láser",,true,REVIEW,MEDIUM,REVIEW_UNCLASSIFIED
45,N66,Libreta Ecológica,Oficina y Escritura,Libretas y Cuadernos,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/libreta-ecologica-cierre-elastico.html,Cartón reciclado,,"Serigrafía, Tampografía",,true,YES,MEDIUM,CLASSIFIED
46,N67,Libreta Ecológica Cambridge,Oficina y Escritura,Libretas y Cuadernos,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/libreta-ecologica-cambridge.html,Reciclado,,Serigrafía - Tampografía,,true,YES,MEDIUM,CLASSIFIED
48,N69,Memo Set Cubo Ecológico Porta Lápices,REVISION,,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/memo-set-cubo-ecologico-porta-lapices.html,Cartón / Papel reciclado,,Serigrafía,,true,REVIEW,MEDIUM,REVIEW_UNCLASSIFIED
49,N70,Libreta Ecológica,Oficina y Escritura,Libretas y Cuadernos,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/libreta-ecologica-cierre-elastico-negra.html,Cartón reciclado,,"Serigrafía, Tampografía",,true,YES,MEDIUM,CLASSIFIED
50,N80,Memo Set Ecológico,REVISION,,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/memo-set-ecologico-cartulina-reciclada.html,Cartulina blanca reciclada,,Serigrafía,,true,REVIEW,MEDIUM,REVIEW_UNCLASSIFIED
51,N81,Libretita Memo Set,REVISION,,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/libretita-memo-set-ecologico.html,Cartón forrado reciclado,,Serigrafía,,true,REVIEW,MEDIUM,REVIEW_UNCLASSIFIED
53,T9,Calculadora Solar Traslúcida,Oficina y Escritura,Oficina,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/calculadora-solar-traslucida-escritorio.html,Plástico traslúcido,,Serigrafía,,true,YES,MEDIUM,CLASSIFIED
55,W3,Cheese Set,REVISION,,REGALOS ECOLÓGICOS PREMIUM > ECO FRIENDLY,https://regalospremium.cl/productos-eco-friendly-publicitarios/cheese-set-tabla-madera-hevea.html,Madera de Hevea (Rubberwood) y acero,,"Serigrafía, Pantógrafo, Grabado",,true,REVIEW,MEDIUM,REVIEW_UNCLASSIFIED
56,B40,Roller Pen Bamboo Metal,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/roller-pen-ejecutivo-bambu-tapa-metalica.html,Madera de bambú y metal satinado,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,HIGH,CLASSIFIED
57,B41,Set Bolígrafo Estuche de Bamboo,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/set-boligrafo-ejecutivo-bambu-estuche.html,Madera de Bambú y metal,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
58,B42,Bolígrafo Ejecutivo Bamboo,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/boligrafo-ejecutivo-bambu-terminales-negro-opaco.html,Madera de Bambú y metal negro opaco,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
59,B43,Bolígrafo de Bamboo,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/boligrafo-bambu-clip-metalico.html,Madera de Bambú y metal,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
60,B44,Bolígrafo de Bamboo Touch,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/boligrafo-bambu-clip-metalico-puntero-touch.html,Madera de Bambú y metal,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
61,B45,Deluxe Bolígrafo Bamboo Metal,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/boligrafo-ejecutivo-bambu-deluxe-metal-satinado.html,Bambú y metal satinado,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
62,B46,Deluxe Roller Pen Bamboo,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/roller-pen-ejecutivo-bambu-terminales-dorados.html,Madera de Bambú y metal dorado,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,HIGH,CLASSIFIED
64,B48,Bolígrafo Bamboo Enviro,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/boligrafo-ejecutivo-bambu-enviro.html,Madera de Bambú,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
65,B49,Estuche Porta Lápiz de Bamboo,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/estuche-bambu-para-boligrafo.html,Madera de Bambú,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
66,B50,USB Parlante de Bamboo,Tecnología,Parlantes,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/usb-parlante-de-bamboo.html,Madera de Bambú,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
67,B51,Teclado de Bamboo,Tecnología,Mouse y Teclados,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/teclado-bambu-usb.html,Madera de Bambú,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,NO,MEDIUM,CLASSIFIED
68,B54,Calculadora Solar de Bamboo,Oficina y Escritura,Oficina,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/calculadora-bambu-solar-8-digitos.html,Madera de Bambú natural,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
69,B55,Calculadora de Bamboo Basic,Oficina y Escritura,Oficina,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/calculadora-solar-bambu-sobremesa-12-digitos.html,Madera de Bambú natural,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
71,B59,Reloj Despertador de Bamboo,Tecnología,Relojes,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/reloj-despertador-de-bamboo.html,Bamboo,,"Serigrafía, Grabado Láser, Cama plana (Impresión Digital)",,false,NO,MEDIUM,CLASSIFIED
72,B60,Tazón de Bamboo 350cc,Hogar y Bebidas,Mugs y Tazas,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/tazon-bambu-acero-inoxidable.html,Madera de Bambú y Acero Inoxidable,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,HIGH,WRONG_CATEGORY
73,B61,Mug de Bamboo 420cc,Hogar y Bebidas,Mugs y Tazas,MUGS    BOTELLAS   TERMOS > Mugs Ecológicos,https://regalospremium.cl/mugs-ecologicos-publicitarios/mug-bambu-acero-inoxidable-tapa-dosificadora.html,Madera de Bambú y Acero Inoxidable,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,HIGH,CLASSIFIED
74,B62,Tazón Cervecero de Bamboo,Hogar y Bebidas,Mugs y Tazas,MUGS    BOTELLAS   TERMOS > Mugs Ecológicos,https://regalospremium.cl/mugs-ecologicos-publicitarios/tazon-cervecero-bambu-acero-inoxidable.html,Madera de Bambú y Acero Inoxidable,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,HIGH,CLASSIFIED
75,B63,Vaso de Bamboo 350cc,Hogar y Bebidas,Mugs y Tazas,MUGS    BOTELLAS   TERMOS > Mugs Ecológicos,https://regalospremium.cl/mugs-ecologicos-publicitarios/vaso-bambu-acero-inoxidable.html,"Madera de Bambú, Acero Inoxidable",,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
76,B64,Mug de Bamboo con Asa Plástica,Hogar y Bebidas,Mugs y Tazas,MUGS    BOTELLAS   TERMOS > Mugs Ecológicos,https://regalospremium.cl/mugs-ecologicos-publicitarios/mug-bambu-asa-negra-tapa-dosificadora.html,"Madera de Bambú, Acero Inoxidable, Plástico",,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,HIGH,CLASSIFIED
77,B70,Multiherramienta Vino de Bamboo,Herramientas y Outdoor,Herramientas,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/multiherramienta-vino-caja-bambu.html,"Madera de Bambú, Acero Inoxidable",,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
78,B71,Deluxe Set de Vino de Bamboo,Herramientas y Outdoor,Herramientas,HOGAR  BELLEZA Y SALUD > HERRAMIENTAS Y ASADO,https://regalospremium.cl/herramientas-y-asado/set-vino-deluxe-caja-bambu.html,"Madera de Bambú, Acero Inoxidable",,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
79,B72,Set de Vino rectangular de Bamboo,Hogar y Bebidas,Accesorios de Vino,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-publicitarios-para-negocios-y-empresas/set-vino-bambu-caja-negra.html,Madera de Bambú,,"Serigrafía, Grabado Láser",,true,YES,MEDIUM,CLASSIFIED
80,B80,Tarjetero de Bamboo,Oficina y Escritura,Oficina,ESCRITORIO Y OFICINA,https://regalospremium.cl/tarjetero-de-bamboo-b80.html,Madera de Bambú,,"Serigrafía, Grabado Láser",,true,YES,LOW,CLASSIFIED
81,B81,Memo Clip Bamboo,REVISION,,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/memo-clip-bambu-porta-tarjetas.html,Madera de Bambú y Metal,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,REVIEW,MEDIUM,REVIEW_UNCLASSIFIED
82,B82,Tarjetero Sobremesa de Bamboo,Hogar y Bebidas,Hogar y Cocina,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/porta-tarjetas-bambu-escritorio.html,Madera de Bambú,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
83,B83,Memo-Clip Bamboo Large,REVISION,,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/memo-clip-bamboo-large.html,,,"Serigrafía, Grabado Láser, Cama plana (Impresión Digital)",,false,REVIEW,MEDIUM,REVIEW_UNCLASSIFIED
84,B90,Parlante Inducción de Bamboo,Tecnología,Parlantes,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/parlante-bambu-amplificador-induccion.html,Madera de Bambú,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
85,K27,Llavero Redondo de Madera,Promocionales,Llaveros,LLAVEROS > Llaveros Madera,https://regalospremium.cl/llaveros-madera/llavero-redondo-bambu.html,Madera de Bambú y Metal,,"Serigrafía, Tampografía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
86,L16,Bolígrafo de Bamboo Expert,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/boligrafo-bambu-terminales-satinados.html,Madera de Bambú y Metal Satinado,,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
87,L116,Bolígrafo Bamboo Sustenta,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/boligrafo-sustenta-bambu-pet-reciclado.html,"Madera de Bambú, Terminales de Plástico PET Reciclado",,"Serigrafía, Grabado Láser",,true,YES,MEDIUM,CLASSIFIED
88,N35,Cuaderno de Bamboo,Oficina y Escritura,Libretas y Cuadernos,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/cuaderno-ecologico-bambu-con-boligrafo.html,"Madera de Bamboo, Papel Kraft reciclado",,"Serigrafía, Grabado Láser, Cama Plana (Impresión Digital)",,true,YES,MEDIUM,CLASSIFIED
89,N36,Libreta de Bamboo,Oficina y Escritura,Libretas y Cuadernos,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/libreta-de-bamboo.html,,,"Serigrafía, Grabado Láser",,true,YES,MEDIUM,CLASSIFIED
90,N37,Memo Set de Bamboo,REVISION,,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/memo-set-de-bamboo.html,,,"Serigrafía, grabado láser",,false,REVIEW,MEDIUM,REVIEW_UNCLASSIFIED
91,N38,Deluxe Cuaderno de Bamboo,Oficina y Escritura,Libretas y Cuadernos,REGALOS ECOLÓGICOS PREMIUM > BAMBOO,https://regalospremium.cl/regalos-corporativos-bambu/deluxe-cuaderno-de-bamboo.html,,,"Serigrafía, Grabado Láser",,true,YES,MEDIUM,CLASSIFIED
92,L1,Bolígrafo Ecológico Bios,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/boligrafo-ecologico-bios.html,,,"Serigrafía, Tampografía",,true,YES,MEDIUM,CLASSIFIED
93,L2,Bolígrafo Ecológico,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/boligrafo-ecologico.html,,,"Serigrafía, Tampografía",,true,YES,MEDIUM,CLASSIFIED
94,L6,Bolígrafo Destacador Ecológico,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/boligrafo-destacador-ecologico.html,,,"Serigrafía, Tampografía",,true,YES,MEDIUM,CLASSIFIED
95,L19,Bolígrafo de Madera,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/boligrafo-ejecutivo-madera-deluxe-waltz.html,madera con terminales cromados,,,100 unidades,false,YES,MEDIUM,CLASSIFIED
96,L25,Set 12 Lápices de Color,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/set-12-lapices-de-color.html,,,"Serigrafía, Tampografía",,true,YES,MEDIUM,CLASSIFIED
97,L26,Lápiz Grafito Largo,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/lapiz-grafito-largo.html,,,"Serigrafía, Tampografía",,false,YES,MEDIUM,CLASSIFIED
98,L27,Lápiz Grafito Corto,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/lapiz-grafito-corto.html,,,"Serigrafía, Tampografía",,false,YES,MEDIUM,CLASSIFIED
99,L28,Set 4 Lápices de Grafito Negro,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/set-4-lapices-de-grafito-negro.html,,,"Serigrafía, Tampografía",,true,YES,MEDIUM,CLASSIFIED
100,L29,Set 6 Lápices de Colores,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/set-6-lapices-de-colores.html,,,"Serigrafía, Tampografía sólo en el Estuche",,true,YES,MEDIUM,CLASSIFIED
101,L32,Set Portaminas Ecológico,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/set-portaminas-ecologico.html,,,"Serigrafía, Tampografía",,true,YES,HIGH,CLASSIFIED
102,L33,Set 6 Lápices de Grafito Negro,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/set-6-lapices-de-grafito-negro.html,,,"Serigrafía, Tampografía",,true,YES,MEDIUM,CLASSIFIED
103,L64,Bolígrafo Ecológico Planet,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/boligrafo-ecologico-planet.html,,,"Serigrafía, Tampografía",,true,YES,MEDIUM,CLASSIFIED
104,L66,Bolígrafo Ecológico con Destacador,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/boligrafo-ecologico-con-destacador.html,,,"Serigrafía, Tampografía",,true,YES,MEDIUM,CLASSIFIED
105,L83,Bolígrafo Ecológico Leave,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/boligrafo-ecologico-leave.html,,,,,true,YES,MEDIUM,CLASSIFIED
106,L86,Set Escolar Ecológico,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/set-escolar-ecologico.html,,,Serigrafía,,true,YES,MEDIUM,CLASSIFIED
107,L108,Set Lápices Colores Madera,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/set-lapices-colores-madera.html,,,"Grabado Láser, Serigrafía",,false,YES,MEDIUM,CLASSIFIED
109,L117,Bolígrafo Ecológico Venus,Oficina y Escritura,Lápices y Bolígrafos,REGALOS ECOLÓGICOS PREMIUM > BOLÍGRAFOS Y LÁPICES ECO,https://regalospremium.cl/boligrafos-y-lapices-eco-publicitarios/boligrafo-ecologico-venus.html,,,"Serigrafía, Tampografía",,true,YES,MEDIUM,CLASSIFIED
